Nº_boletim;data_boletim; Nº_municipio;nome_municipio;seq_logradouros;Nº_logradouro;tipo_logradouro;nome_logradouro;tipo_logradouro_anterior;nome_logradouro_anterior;Nº_bairro;nome_bairro;tipo_bairro;descricao_tipo_bairro;Nº_imovel;Nº_imovel_proximo
2020-058400059-001;04/12/2020 13:54;1;BELO HORIZONTE                ;2;111630;RUA;ATTILIO DE MORO                                   ;RUA;UM                                                ;1148;DIAMANTE                                          ;B ;BAIRRO                        ;0;0
2020-005397430-001;31/01/2020 19:29;1;BELO HORIZONTE                ;2;111630;RUA;ATTILIO DE MORO                                   ;RUA;UM                                                ;1148;DIAMANTE                                          ;B ;BAIRRO                        ;0;0
2020-062516197-001;27/12/2020 23:00;1;BELO HORIZONTE                ;1;111656;RUA;CELIO DINIZ                                       ;RUA;DOZE                                              ;818;RIO BRANCO                                        ;B ;BAIRRO                        ;401;0
2020-005352539-001;31/01/2020 16:20;1;BELO HORIZONTE                ;1;111731;RUA;LUIZ PEDRO FERREIRA                               ;RUA;TRES                                              ;613;BARREIRO DE BAIXO                                 ;B ;BAIRRO                        ;0;0
2020-060402619-001;16/12/2020 11:55;1;BELO HORIZONTE                ;2;111899;RUA;JOSE ABREU DE OLIVEIRA                            ;RUA;CINCO                                             ;805;TIROL                                             ;B ;BAIRRO                        ;0;0
2020-001149035-001;08/01/2020 07:23;1;BELO HORIZONTE                ;2;111899;RUA;JOSE ABREU DE OLIVEIRA                            ;RUA;CINCO                                             ;805;TIROL                                             ;B ;BAIRRO                        ;0;0
2020-005883412-001;03/02/2020 19:49;1;BELO HORIZONTE                ;1;111920;RUA;CABO VALERIO SANTOS                               ;RUA;SETE                                              ;1145;ATILA DE PAIVA                                    ;CH;CONJUNTO HABITACIONAL         ;0;0
2020-039010454-001;13/08/2020 17:33;1;BELO HORIZONTE                ;1;111920;RUA;CABO VALERIO SANTOS                               ;RUA;SETE                                              ;1407;VILA ATILA DE PAIVA                               ;V ;VILA                          ;126;0
2020-017620353-001;12/04/2020 23:26;1;BELO HORIZONTE                ;1;111920;RUA;CABO VALERIO SANTOS                               ;RUA;SETE                                              ;1145;ATILA DE PAIVA                                    ;CH;CONJUNTO HABITACIONAL         ;0;0
2020-007999338-001;15/02/2020 02:07;1;BELO HORIZONTE                ;2;112113;RUA;QUINZE DE ABRIL                                   ;NI ;N?O INFORMADO                                     ;667;ESTORIL                                           ;B ;BAIRRO                        ;0;0
2020-042509236-001;02/09/2020 20:01;1;BELO HORIZONTE                ;1;110593;RUA;JOSE LEAL DOMINGUES                               ;RUA;CINQUENTA E UM                                    ;1065;JARDIM GUANABARA                                  ;B ;BAIRRO                        ;164;0
2020-005312788-001;31/01/2020 13:20;1;BELO HORIZONTE                ;1;74382;PCA;OLAVO KAFUNGA BASTOS                              ;PCA;ROTOR                                             ;653;JARDIM ATLANTICO                                  ;B ;BAIRRO                        ;0;0
2020-007610165-001;13/02/2020 08:22;1;BELO HORIZONTE                ;2;74483;RUA;SERGIO CARDOSO                                    ;NI ;N?O INFORMADO                                     ;806;TUPI A                                            ;B ;BAIRRO                        ;0;0
2020-035377630-001;23/07/2020 14:30;1;BELO HORIZONTE                ;1;74556;RUA;SANTO ISIDORO                                     ;RUA;SANTO ANTONIO                                     ;905;PAULO VI                                          ;B ;BAIRRO                        ;0;0
2020-002335148-001;14/01/2020 13:10;1;BELO HORIZONTE                ;1;74704;RUA;MARIA DAS GRACAS                                  ;NI ;N?O INFORMADO                                     ;1043;IPE                                               ;B ;BAIRRO                        ;701;0
2020-025938304-002;31/05/2020 21:08;1;BELO HORIZONTE                ;1;74704;RUA;MARIA DAS GRACAS                                  ;NI ;N?O INFORMADO                                     ;771;MARIA GORETTI                                     ;B ;BAIRRO                        ;180;0
2020-037358206-001;04/08/2020 12:09;1;BELO HORIZONTE                ;2;74732;RUA;DAS CALDEIRAS                                     ;RUA;TRES                                              ;831;JARDIM VITORIA                                    ;B ;BAIRRO                        ;0;0
2020-060828077-001;18/12/2020 18:08;1;BELO HORIZONTE                ;2;73957;RUA;ZENITE                                            ;NI ;N?O INFORMADO                                     ;627;CAICARA ADELAIDE                                  ;B ;BAIRRO                        ;0;0
2020-052326098-002;29/10/2020 14:51;1;BELO HORIZONTE                ;2;73972;RUA;ZEQUINHA DE ABREU                                 ;NI ;N?O INFORMADO                                     ;806;TUPI A                                            ;B ;BAIRRO                        ;0;0
2020-032404724-001;06/07/2020 18:29;1;BELO HORIZONTE                ;2;74036;RUA;ZODIACO                                           ;NI ;N?O INFORMADO                                     ;768;SANTA LUCIA                                       ;B ;BAIRRO                        ;0;0
2020-054018541-001;08/11/2020 20:35;1;BELO HORIZONTE                ;1;75026;RUA;ENGENHO DO MAR                                    ;RUA;CINCO                                             ;664;ENGENHO NOGUEIRA                                  ;B ;BAIRRO                        ;131;0
2020-023451322-001;17/05/2020 14:41;1;BELO HORIZONTE                ;1;75130;RUA;LENI AMARAL                                       ;NI ;N?O INFORMADO                                     ;793;SAO SALVADOR                                      ;B ;BAIRRO                        ;513;0
2020-043440385-001;08/09/2020 12:34;1;BELO HORIZONTE                ;2;72664;RUA;VINTE E CINCO DE AGOSTO                           ;NI ;N?O INFORMADO                                     ;608;APARECIDA                                         ;B ;BAIRRO                        ;0;0
2020-016556996-001;06/04/2020 08:41;1;BELO HORIZONTE                ;1;72737;RUA;DAS CASTANHEIRAS                                  ;RUA;VINTE E SEIS                                      ;762;SANTA AMELIA                                      ;B ;BAIRRO                        ;0;0
2020-000174583-001;02/01/2020 10:55;1;BELO HORIZONTE                ;1;72765;AVE;PERIMETRAL                                        ;NI ;N?O INFORMADO                                     ;706;JATOBA                                            ;B ;BAIRRO                        ;0;0
2020-044477130-001;14/09/2020 11:40;1;BELO HORIZONTE                ;2;72765;AVE;PERIMETRAL                                        ;NI ;N?O INFORMADO                                     ;706;JATOBA                                            ;B ;BAIRRO                        ;0;0
2020-026835788-001;05/06/2020 18:53;1;BELO HORIZONTE                ;1;72765;AVE;PERIMETRAL                                        ;NI ;N?O INFORMADO                                     ;706;JATOBA                                            ;B ;BAIRRO                        ;14;0
2020-019906880-001;26/04/2020 22:36;1;BELO HORIZONTE                ;1;72780;RUA;VINTE E SEIS DE SETEMBRO                          ;NI ;N?O INFORMADO                                     ;1339;LEONINA                                           ;B ;BAIRRO                        ;88;0
2020-037570260-001;05/08/2020 14:55;1;BELO HORIZONTE                ;2;72812;RUA;ADILSON PAULO DE SOUZA                            ;RUA;VINTE E SETE                                      ;785;SAO JOAO BATISTA                                  ;B ;BAIRRO                        ;0;0
2020-059629797-001;11/12/2020 16:13;1;BELO HORIZONTE                ;1;72840;AVE;SOLFERINA RICCI PACE                              ;AVE;TRES                                              ;1485;CDI JATOBA                                        ;B ;BAIRRO                        ;70;0
2020-059448800-002;10/12/2020 17:52;1;BELO HORIZONTE                ;1;72840;AVE;SOLFERINA RICCI PACE                              ;AVE;TRES                                              ;1485;CDI JATOBA                                        ;B ;BAIRRO                        ;715;0
2020-001281037-001;08/01/2020 18:55;1;BELO HORIZONTE                ;1;72840;AVE;SOLFERINA RICCI PACE                              ;AVE;TRES                                              ;1485;CDI JATOBA                                        ;B ;BAIRRO                        ;70;0
